COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
206-12												t Ø ʔ				
1950-12												ʔ Ø				
665-12												Ø ə n				
703-12												n Ø ʔ				
1290-12												m ei̯				
1391-12												k a t				
269-12												g a t				
855-12												Ø a n				
2078-12												s ə				
2213-12												m Ø				
1858-12												s ə				
1151-12												g j a n				
737-12												b ɨ				
340-12												ʔ a				
1111-12												s ei̯				
485-12												ŋ Ø				
1356-12												m Ø k				
1093-12												t Ø ŋ				
1063-12												t Ø m				
648-12												Ø a n				
223-12												g Ø n				
1248-12												Ø ɨ				
1509-12												t ei̯ ŋ				
504-12												Ø Ø k				
2130-12												s ei̯				
1-12												ʔ ə				
386-12												Ø ə k				
1411-12												ʔ Ø				
1027-12												g ə ʔ				
2077-12												m ɨ				
1459-12												g Ø Ø				
1323-12												Ø ə				
1538-12												r j a k				
975-12												Ø ə k				
940-12												ŋ Ø k				
1476-12												ʔ a k				
1923-12												n a				
105-12												Ø Ø ŋ				
1431-12												ʔ Ø				
1814-12												m ə n				
1183-12												n Ø n				
1890-12												s ə				
1430-12												t ɨ				
1721-12												Ø Ø ʔ				
1617-12												b Ø ʔ				
1564-12												b Ø ʔ				
1028-12												ʔ ə				
2111-12												Ø Ø				
1563-12												s a				
1597-12												s Ø ŋ				
1859-13													ŋ ɨ			
175-13													g ə			
241-13													ʔ ɨ ʔ			
2163-13													Ø Ø n			
2181-13													n ə m			
2060-13													ʔ ɨ m			
410-13													t Ø			
1841-13													m Ø			
2017-13													p ɨ			
1004-13													Ø a			
614-13													Ø ɨ p			
686-13													Ø Ø Ø			
88-13													g a ʔ			
872-13													n ɨ ŋ			
1891-13													t a			
68-13													s ɨ m			
631-13													m ə n			
594-13													g a			
1759-13													p ə n			
805-13													g ɨ Ø			
756-13													p ɨ ʔ			
1201-13													m ɨ ʔ			
2042-13													ʔ a			
1968-13													t a ʔ			
2000-13													Ø a ŋ			
17-13													Ø ɨ ʔ			
4-13													Ø ə m			
788-13													t ɨ			
1219-13													p ɨ m			
141-13													ʔ a ŋ			
541-13													p r j a ŋ			
1687-13													p Ø n			
123-13													Ø a m			
1652-13													Ø ə n			
576-13													ŋ Ø			
1738-13													t ə g			
442-13													p ə m			
368-13													t j a ŋ			
1778-13													p ɨ ʔ			
957-13													n a ʔ			
1704-13													ʔ ɨ ʔ			
304-13													j a m			
1796-13													Ø Ø ŋ			
720-13													t Ø p			
287-13													ə p			
321-13													g Ø Ø			
206-13													t Ø ʔ			
1950-13													ʔ Ø			
665-13													Ø ə n			
703-13													n ɨ ʔ			
1290-13													m Ø			
1391-13													g a t			
269-13													g a t			
855-13													Ø a n			
2078-13													s ə			
2213-13													m ɨ			
1858-13													s ə			
1151-13													g j a n			
737-13													p ɨ t			
340-13													ʔ a			
1111-13													s ɨ			
485-13													ŋ			
1356-13													m ɨ p			
1093-13													t Ø ŋ			
1063-13													t Ø m			
223-13													g Ø n			
1248-13													Ø ɨ			
1509-13													t Ø Ø			
504-13													Ø ɨ p			
2130-13													s Ø			
1-13													ʔ ə			
386-13													Ø ə n			
1411-13													ʔ Ø			
1027-13													g ə ʔ			
2077-13													m ɨ			
1459-13													g Ø Ø			
1323-13													Ø ə			
1538-13													r j a p			
975-13													Ø ə p			
940-13													ŋ Ø p			
1476-13													ʔ a p			
1923-13													n a			
105-13													Ø Ø ŋ			
1431-13													ʔ Ø			
1814-13													m ə Ø			
1183-13													n Ø n			
1890-13													s ə			
1721-13													Ø Ø ʔ			
1617-13													Ø Ø ʔ			
1564-13													Ø Ø ʔ			
1028-13													ʔ ə			
2111-13													Ø Ø			
1563-13													s a			
1597-13													s Ø ŋ			
1859-14														ŋ Ø		
175-14														Ø Ø		
241-14														ʔ Ø ʔ		
2163-14														Ø Ø n		
2181-14														n Ø Ø		
2060-14														ʔ Ø Ø		
410-14														Ø ei̯		
1841-14														Ø Ø		
2017-14														Ø ei̯		
1004-14														Ø a		
614-14														b Ø Ø		
686-14														b l ei̯		
88-14														Ø a ʔ		
872-14														n Ø ŋ		
1891-14														Ø a		
68-14														Ø ei̯ Ø		
631-14														b Ø n		
594-14														g a		
1759-14														Ø Ø n		
805-14														g ei̯ n		
756-14														Ø Ø ŋ		
1201-14														Ø Ø ʔ		
2042-14														ʔ a		
1968-14														Ø a ʔ		
2000-14														Ø a ŋ		
17-14														Ø Ø ʔ		
4-14														Ø Ø Ø		
788-14														Ø Ø		
1219-14														Ø ei̯ Ø		
141-14														ʔ a ŋ		
541-14														b r Ø a ŋ		
1687-14														Ø Ø r		
123-14														Ø a Ø		
1652-14														Ø a n		
576-14														ŋ a		
1738-14														Ø Ø Ø		
442-14														Ø Ø Ø		
368-14														Ø Ø a ŋ		
1778-14														p Ø ʔ		
957-14														n a p		
1704-14														ʔ ei̯ ʔ		
304-14														Ø a Ø		
1796-14														Ø a ŋ		
720-14														Ø Ø Ø		
287-14														Ø Ø p		
321-14														g Ø ŋ		
206-14														Ø Ø ʔ		
1950-14														ʔ Ø		
665-14														Ø Ø a n		
703-14														n Ø ʔ		
1290-14														Ø ei̯		
1391-14														Ø a ʔ		
269-14														g a Ø		
855-14														Ø a n		
2078-14														Ø a		
2213-14														Ø Ø		
1858-14														Ø a		
1151-14														g Ø a n		
737-14														p Ø Ø Ø		
340-14														ʔ a		
1111-14														Ø ei̯		
485-14														ŋ Ø		
1356-14														Ø Ø Ø		
1093-14														Ø Ø ŋ		
1063-14														Ø Ø Ø		
648-14														Ø ei̯ ŋ		
223-14														g a n		
1248-14														Ø Ø		
1509-14														Ø ei̯ n		
504-14														Ø a Ø		
2130-14														Ø ei̯		
386-14														Ø Ø ʔ		
1411-14														ʔ Ø		
1027-14														g Ø ʔ		
2077-14														Ø Ø Ø Ø		
1459-14														g l Ø		
1323-14														Ø Ø		
1538-14														r Ø a Ø		
975-14														ŋ Ø Ø		
940-14														ŋ a Ø		
1476-14														ʔ a Ø		
1923-14														n Ø		
105-14														Ø Ø ŋ		
1431-14														ʔ Ø		
37-14														Ø Ø ŋ		
1152-14														p l Ø n		
1183-14														n Ø n		
1890-14														Ø a		
1430-14														Ø Ø		
1564-14														b ei̯ ʔ		
1028-14														ʔ Ø		
2111-14														l Ø		
1563-14														Ø a		
1859-15															ŋ Ø	
175-15															i̯ ə i̯	
241-15															ʔ Ø i̯	
2163-15															Ø Ø n	
2181-15															n ə m	
2060-15															ʔ ɨ m	
410-15															t Ø	
1841-15															m Ø	
2017-15															h a	
1004-15															Ø a	
614-15															b Ø h	
686-15															b h Ø	
88-15															g i̯ ə ʔ	
872-15															n ɨ ŋ	
1891-15															Ø a	
68-15															s a m	
631-15															b ə n	
594-15															g a	
1759-15															h ə n	
805-15															g ɨ n	
756-15															h ɨ i̯	
1201-15															m i̯ ə ʔ	
2042-15															ʔ a i̯	
1968-15															t a ʔ	
2000-15															Ø a ŋ	
17-15															v ə ʔ	
4-15															Ø ə m	
788-15															Ø Ø i̯	
1219-15															h a m	
141-15															ʔ a ŋ	
541-15															b Ø j a ŋ	
1687-15															h Ø n	
123-15															Ø a m	
1652-15															Ø ə n	
576-15															ŋ Ø i̯	
1738-15															Ø ə i̯	
442-15															h Ø m	
368-15															t j a ŋ	
1778-15															b ə ʔ	
957-15															n a ʔ	
1704-15															ʔ a ʔ	
304-15															j a m	
1796-15															Ø Ø ŋ	
720-15															t Ø h	
287-15															i̯ i̯ ə Ø	
321-15															g ə ʔ	
206-15															Ø Ø h	
1950-15															ʔ i̯ Ø	
665-15															Ø a n	
703-15															n Ø ʔ	
1290-15															m Ø	
1391-15															i̯ a t	
269-15															g i̯ a t	
855-15															Ø a n	
2078-15															s ə	
2213-15															m Ø	
1858-15															s ə	
1151-15															g j a i̯	
737-15															b i̯ ɨ t	
340-15															s a	
1111-15															s Ø i̯	
485-15															ŋ Ø	
1356-15															m Ø h	
1093-15															t Ø ŋ	
1063-15															Ø Ø m	
648-15															Ø a ŋ	
223-15															g i̯ Ø n	
1248-15															Ø ɨ	
1509-15															t Ø n	
504-15															Ø Ø h	
2130-15															s Ø	
1-15															ʔ Ø	
386-15															Ø Ø ʔ	
1027-15															g ə ʔ	
2077-15															i̯ i̯ m ɨ h	
1459-15															g h Ø	
1323-15															Ø Ø	
1538-15															Ø j a h	
975-15															Ø i̯ ə h	
940-15															ŋ a h	
1476-15															ʔ a h	
1923-15															n a	
105-15															v Ø ŋ	
1814-15															m Ø ŋ	
1183-15															n Ø n	
1890-15															s ə	
1430-15															t ə	
1721-15															ʔ Ø ʔ	
1617-15															b Ø ʔ	
1564-15															b Ø ʔ	
1028-15															ʔ ə	
2111-15															h Ø	
1563-15															s a	
1597-15															s Ø ŋ	
1859-16																ŋ Ø
175-16																a
241-16																ʔ Ø ʔ
2163-16																Ø Ø n
2181-16																n a m
2060-16																ʔ ə m
410-16																Ø Ø
1841-16																m Ø
2017-16																h a
1004-16																Ø a
614-16																Ø Ø h
686-16																h Ø
88-16																ŋ a ʔ
872-16																n a ŋ
1891-16																Ø a
68-16																s a m
631-16																Ø ə n
594-16																a
1759-16																h a n
805-16																Ø ə n
756-16																h Ø ʔ
1201-16																m a ʔ
2042-16																ʔ a
1968-16																Ø a ʔ
2000-16																Ø a ŋ
17-16																Ø a ʔ
4-16																Ø ə m
788-16																Ø Ø
1219-16																h a m
141-16																ʔ a ŋ
541-16																Ø a ŋ
1687-16																h Ø n
123-16																Ø a m
1652-16																Ø ə n
576-16																ŋ a
1738-16																Ø a h
442-16																h Ø m
368-16																Ø a ŋ
1778-16																Ø a ʔ
957-16																n a ʔ
1704-16																ʔ a ʔ
304-16																Ø a m
1796-16																Ø a ŋ
720-16																Ø Ø h
287-16																a
321-16																Ø ə h
206-16																Ø Ø ʔ
1950-16																ʔ Ø
665-16																Ø a n
703-16																n Ø ʔ
1290-16																m Ø
1391-16																ʔ a ʔ
269-16																a ʔ
855-16																Ø a n
2078-16																s ə
2213-16																m Ø
1858-16																s a
1151-16																Ø a n
737-16																Ø ə
340-16																ʔ a
1111-16																s Ø
485-16																ŋ Ø
1356-16																m Ø h
1063-16																Ø Ø m
648-16																Ø a ŋ
223-16																a n
1248-16																Ø a
1509-16																Ø Ø ŋ
2130-16																s Ø
1-16																ʔ Ø
386-16																Ø Ø ʔ
1411-16																ʔ Ø
1027-16																a ʔ
2077-16																m a
1459-16																h Ø
1323-16																Ø Ø
1538-16																Ø Ø a h
975-16																ŋ a h
940-16																ŋ a h
1476-16																ʔ a h
1923-16																n a
105-16																Ø a ŋ
1431-16																ʔ Ø
37-16																Ø Ø ŋ
1814-16																m a n
1183-16																n Ø
1890-16																s a
1721-16																ʔ Ø ʔ
1617-16																Ø Ø ʔ
1564-16																Ø Ø ʔ
2111-16																h Ø
1563-16																s a
1597-16																s a ŋ
