COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
175-14														k a		
241-14														ʔ a ʔ		
2163-14														kʰ i m		
2181-14														g ɔ ŋ		
2060-14														ʔ a		
410-14														dʱ a		
1841-14														m ɔ ŋ		
2017-14														b l eː		
1004-14														g i m		
614-14														b l ŋ		
686-14														b l eː		
88-14														g u h		
872-14														g i ɲ		
1891-14														dʱ a		
68-14														g i m		
631-14														b l eː		
594-14														g u h		
1759-14														g l eː		
805-14														g i h		
756-14														g i ŋ		
1201-14														m ɔ ŋ		
2042-14														ʔ a		
1968-14														dʱ a		
2000-14														g ɔ ŋ		
17-14														g a ŋ		
4-14														g ɔ ŋ		
788-14														dʱ a		
1219-14														g i m		
141-14														ʔ a		
541-14														p r ai̯		
1687-14														g ɔ ŋ		
123-14														g ɔ ŋ		
1652-14														dʑ oː		
576-14														k ɔ ŋ		
1738-14														dʱ a		
442-14														g ɔ ŋ		
368-14														dʱ a t		
1778-14														b l eː		
957-14														b r ai̯		
1704-14														ʔ a		
304-14														dʑ a		
1796-14														dʑ oː		
720-14														dʱ a t		
287-14														k u		
321-14														g l eː		
206-14														dʱ a ŋ		
1950-14														ʔ a		
665-14														g ɔ ŋ		
703-14														k u h		
1290-14														m ɔ ŋ		
1391-14														g a h		
269-14														g a h		
855-14														dʑ oː		
2078-14														g i m		
2213-14														m ɔ ŋ		
1858-14														ʔ a		
1151-14														g i ɲ		
737-14														p r ai̯		
340-14														ʔ a ŋ		
1111-14														g i m		
485-14														k u h		
1356-14														m ɔ ŋ		
1093-14														dʱ a t		
1063-14														dʱ a ŋ		
648-14														dʑ oː		
223-14														g u h		
1248-14														dʑ ɛː		
1509-14														dʱ a t		
504-14														dʑ oː		
2130-14														g i m		
386-14														g ɔ ŋ		
1411-14														ʔ a		
1027-14														g a		
2077-14														m ɔ ŋ		
1459-14														g l eː		
1323-14														g i ŋ		
1538-14														p r ai̯		
975-14														g a		
940-14														k u h		
1476-14														ʔ a		
1923-14														g l		
105-14														g ɔ ŋ		
1431-14														ʔ a		
37-14														g ɔ ŋ		
1152-14														b l eː		
1183-14														g ɔ ŋ		
1890-14														ʔ a		
1430-14														dʱ a		
1564-14														b l eː		
1028-14														ʔ a		
2111-14														b l eː		
1563-14														ʔ a		
1859-15															ŋ au̯ h	
175-15															g u ŋ	
241-15															ʔ a	
2163-15															kʰ ɛ	
2181-15															v ai̯ c	
2060-15															ʔ a	
410-15															t o ŋ	
1841-15															m a	
2017-15															h ə k	
1004-15															l əi̯	
614-15															b e	
686-15															b e	
88-15															g u ŋ	
872-15															v ai̯ c	
1891-15															t a	
68-15															s a	
631-15															p e	
594-15															g i ɲ	
1759-15															h ə k	
805-15															g i ɲ	
756-15															h ə k	
1201-15															m a	
2042-15															ʔ a	
1968-15															t a ŋ	
2000-15															ɲ ɔ ŋ	
17-15															v ai̯ c	
4-15															p əa n	
788-15															t a	
1219-15															h ə k	
141-15															ʔ a	
541-15															p əa n	
1687-15															h ə k	
123-15															s a	
1652-15															p ɔ ŋ	
576-15															ŋ au̯ h	
1738-15															t ɔ ŋ	
442-15															h ə k	
368-15															t o ŋ	
1778-15															p e	
957-15															v ai̯ c	
1704-15															ʔ a	
304-15															j a	
1796-15															ɲ a	
720-15															t o ŋ	
287-15															g u ŋ	
321-15															g u ŋ	
206-15															t o ŋ	
1950-15															ʔ a	
665-15															p əa n	
703-15															v ai̯ c	
1290-15															m a	
1391-15															g u ŋ	
269-15															g u ŋ	
855-15															p əa n	
2078-15															s a	
2213-15															m a	
1858-15															s a	
1151-15															g i ɲ	
737-15															p əa n	
340-15															ʔ a	
1111-15															s a	
485-15															ŋ au̯ h	
1356-15															m a	
1093-15															t o ŋ	
1063-15															t o ŋ	
648-15															p əa n	
223-15															g u ŋ	
1248-15															s a	
1509-15															t o ŋ	
504-15															ɲ ɔ ŋ	
2130-15															s a	
1-15															ʔ a	
386-15															t o ŋ	
1027-15															g u ŋ	
2077-15															m a	
1459-15															g u ŋ	
1323-15															s a	
1538-15															ɲ ɔ ŋ	
975-15															ɲ ɔ ŋ	
940-15															ŋ au̯	
1476-15															ʔ a	
1923-15															v ai̯	
105-15															v ai̯ c	
1814-15															m a	
1183-15															v ai̯ ŋ	
1890-15															s a	
1430-15															t o ŋ	
1721-15															ʔ ɔ ŋ	
1617-15															b e	
1564-15															b e	
1028-15															ʔ a	
2111-15															l əi̯ h	
1563-15															s a	
1597-15															s a	
1859-16																ŋ
175-16																g u ŋ
241-16																ʔ a
2163-16																s r ɛː
2181-16																n a x
2060-16																ʔ a
410-16																t a t
1841-16																m ə
2017-16																h ei̯
1004-16																s ɨ
614-16																p r ɛː
686-16																p l n
88-16																g u ŋ
872-16																n ɔ x
1891-16																t a
68-16																s ɨ
631-16																p əː n
594-16																g u ŋ
1759-16																h ei̯
805-16																g u ŋ
756-16																h ei̯
1201-16																m ə
2042-16																ʔ a
1968-16																t a t
2000-16																g u ŋ
17-16																v a c
4-16																s u ŋ
788-16																d a
1219-16																h ei̯
141-16																ʔ a
541-16																p l ei̯
1687-16																h ei̯
123-16																s ɨ
1652-16																g u n
576-16																ŋ
1738-16																d a t
442-16																h ei̯
368-16																t a ŋ
1778-16																p l ei̯
957-16																n a x
1704-16																ʔ a
304-16																j əɯ̯
1796-16																g u ŋ
720-16																t a t
287-16																g u ŋ
321-16																g u ŋ
206-16																t a ŋ
1950-16																ʔ a
665-16																p r ɛː
703-16																n ɔ x
1290-16																m ə
1391-16																g u ŋ
269-16																g u ŋ
855-16																p a
2078-16																s ɨ
2213-16																m ə
1858-16																s a
1151-16																g u ŋ
737-16																p r ɛː
340-16																ʔ a
1111-16																s ɨ
485-16																ŋ
1356-16																m ə k
1063-16																t a
648-16																g u ŋ
223-16																g u ŋ
1248-16																s ɨ
1509-16																t o ŋ
2130-16																s ɨ
1-16																ʔ a
386-16																s u
1411-16																ʔ a
1027-16																g u ŋ
2077-16																m ə
1459-16																g u ŋ
1323-16																s ɨ
1538-16																tɕ u ŋ
975-16																s a
940-16																ŋ
1476-16																ʔ a
1923-16																n ɔ x
105-16																v a
1431-16																ʔ a
37-16																g u ŋ
1814-16																m a
1183-16																n ɔ x
1890-16																s a
1721-16																ʔ əɯ̯
1617-16																p l ei̯
1564-16																p əɯ̯
2111-16																l ɨ p
1563-16																s əɯ̯
1597-16																s əɯ̯
